City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
300,Matara,LK,2020-12-26 14:44:46,5.95,80.54,77.13,85,89,2.08
301,Guymon,US,2020-12-26 14:42:19,36.68,-101.48,21.2,73,1,8.05
302,Arlit,NE,2020-12-26 14:44:47,18.74,7.39,78.33,16,34,7.07
303,Upernavik,GL,2020-12-26 14:39:05,72.79,-56.15,-11.04,88,15,11.83
304,Bonthe,SL,2020-12-26 14:44:47,7.53,-12.51,85.89,63,71,11.92
305,Sao Gabriel Da Cachoeira,BR,2020-12-26 14:44:47,-0.13,-67.09,78.8,83,75,2.24
306,Seymchan,RU,2020-12-26 14:44:48,62.88,152.43,-40.77,79,64,1.72
307,Loksa,EE,2020-12-26 14:44:48,59.58,25.72,33.01,96,90,4.7
308,Murray Bridge,AU,2020-12-26 14:44:48,-35.12,139.27,75.99,36,98,4.61
309,Aketi,CD,2020-12-26 14:44:48,2.74,23.78,93.06,38,20,2.84
310,Kungurtug,RU,2020-12-26 14:44:48,50.6,97.52,-11.52,81,64,2.3
311,Kamenka,RU,2020-12-26 14:44:49,51.32,42.77,33.01,96,100,11.77
312,Pacific Grove,US,2020-12-26 14:34:25,36.62,-121.92,55.99,87,90,6.93
313,Kibaya,TZ,2020-12-26 14:44:49,-5.3,36.57,66.56,89,88,1.66
314,Tongliao,CN,2020-12-26 14:44:49,43.61,122.27,4.06,93,1,5.26
315,Selma,US,2020-12-26 14:44:28,36.57,-119.61,53.6,93,90,9.17
316,Macusani,PE,2020-12-26 14:40:44,-14.08,-70.43,46.36,69,100,4.72
317,Belle Glade,US,2020-12-26 14:44:50,26.68,-80.67,48.99,70,100,5.01
318,Angoche,MZ,2020-12-26 14:44:50,-16.23,39.91,85.39,67,92,9.69
319,Lasa,IT,2020-12-26 14:39:46,46.62,10.7,34.0,58,5,9.17
320,Tilichiki,RU,2020-12-26 14:39:04,60.47,166.1,3.43,94,57,8.43
321,Taikang,CN,2020-12-26 14:44:51,46.83,124.42,-0.92,89,57,4.72
322,Teahupoo,PF,2020-12-26 14:44:51,-17.83,-149.27,78.8,83,75,8.05
323,Port Hardy,CA,2020-12-26 14:39:28,50.7,-127.42,44.6,93,90,11.41
324,Tasiilaq,GL,2020-12-26 14:39:37,65.61,-37.64,21.2,57,0,25.1
325,Wajima,JP,2020-12-26 14:44:52,37.4,136.9,44.15,75,98,5.48
326,Samarai,PG,2020-12-26 14:39:34,-10.62,150.67,83.62,74,99,9.53
327,Great Yarmouth,GB,2020-12-26 14:37:18,52.61,1.73,46.4,87,75,14.99
328,Pasighat,IN,2020-12-26 14:44:52,28.07,95.33,59.59,52,0,4.18
329,Atambua,ID,2020-12-26 14:44:53,-9.11,124.89,74.98,89,100,3.91
330,Bayan,CN,2020-12-26 14:40:25,46.08,127.4,-3.32,87,93,5.93
331,Poum,NC,2020-12-26 14:44:53,-20.23,164.02,79.59,79,0,16.42
332,Onguday,RU,2020-12-26 14:44:53,50.75,86.15,-4.94,85,95,0.49
333,Povenets,RU,2020-12-26 14:44:53,62.85,34.83,6.17,93,81,8.81
334,Ambulu,ID,2020-12-26 14:44:54,-8.35,113.61,77.74,81,99,1.3
335,Asasa,ET,2020-12-26 14:44:54,7.1,39.2,63.21,32,37,8.39
336,Necochea,AR,2020-12-26 14:44:54,-38.55,-58.74,88.0,50,0,10.8
337,Vila Do Maio,CV,2020-12-26 14:39:53,15.13,-23.22,78.8,61,0,12.75
338,Rudnik,PL,2020-12-26 14:44:54,49.85,19.85,35.01,69,75,9.17
339,Chubbuck,US,2020-12-26 14:44:55,42.92,-112.47,37.4,59,90,3.36
340,Carbonia,IT,2020-12-26 14:44:55,39.17,8.52,50.0,81,40,13.87
341,Tanete,ID,2020-12-26 14:44:55,-3.94,119.78,78.19,81,99,2.3
342,Durban,ZA,2020-12-26 14:40:20,-29.86,31.03,78.01,78,75,8.05
343,Rock Springs,US,2020-12-26 14:44:56,41.59,-109.2,21.2,57,90,6.93
344,Banda Aceh,ID,2020-12-26 14:39:48,5.56,95.32,79.99,77,100,2.26
345,Porto Santo,PT,2020-12-26 14:39:51,33.07,-16.34,66.2,77,40,26.4
346,Sal Rei,CV,2020-12-26 14:44:56,16.18,-22.92,75.2,64,75,6.93
347,Maine-Soroa,NE,2020-12-26 14:44:56,13.21,12.02,83.71,18,49,12.62
348,Mount Isa,AU,2020-12-26 14:43:31,-20.73,139.5,80.6,74,78,6.93
349,Marrakesh,MA,2020-12-26 14:43:36,31.63,-8.01,73.4,23,0,3.36
350,Feijo,BR,2020-12-26 14:44:57,-8.16,-70.35,83.95,66,87,3.83
351,Funadhoo,MV,2020-12-26 14:44:57,6.15,73.27,81.41,81,0,13.6
352,Teya,RU,2020-12-26 14:44:57,60.38,92.63,-35.68,77,1,0.04
353,Port-Gentil,GA,2020-12-26 14:40:12,-0.72,8.78,86.0,74,40,12.75
354,La Mana,EC,2020-12-26 14:44:58,-0.93,-79.22,53.6,76,75,8.05
355,Gat,IL,2020-12-26 14:39:57,31.61,34.76,66.0,42,0,5.99
356,La Ronge,CA,2020-12-26 14:44:58,55.1,-105.28,6.8,84,36,2.24
357,Mabaruma,GY,2020-12-26 14:44:58,8.2,-59.78,84.65,65,43,4.97
358,Ca Mau,VN,2020-12-26 14:44:59,9.18,105.15,75.76,89,46,5.99
359,Saldanha,ZA,2020-12-26 14:39:53,-33.01,17.94,77.0,53,21,17.22
360,Ziro,IN,2020-12-26 14:44:59,27.63,93.83,36.18,100,0,1.28
361,Umm Kaddadah,SD,2020-12-26 14:44:59,13.6,26.69,82.17,17,16,15.84
362,Dunedin,NZ,2020-12-26 14:38:55,-45.87,170.5,46.99,79,32,7.0
363,Cabedelo,BR,2020-12-26 14:39:36,-6.98,-34.83,86.0,58,75,16.11
364,Bouca,CF,2020-12-26 14:45:00,6.51,18.27,96.91,15,12,5.66
365,El Alto,PE,2020-12-26 14:45:00,-4.27,-81.21,71.6,73,0,17.22
366,Ostrovnoy,RU,2020-12-26 14:45:00,68.05,39.51,11.43,92,100,16.17
367,Coahuayana,MX,2020-12-26 14:45:00,18.73,-103.68,69.8,37,20,2.51
368,Chadan,RU,2020-12-26 14:45:01,51.28,91.58,-10.46,81,1,1.03
369,Port Elizabeth,ZA,2020-12-26 14:39:08,-33.92,25.57,77.0,53,0,13.87
370,Manuk Mangkaw,PH,2020-12-26 14:45:02,4.8,119.85,80.82,79,79,8.59
371,Nago,JP,2020-12-26 14:35:11,26.59,127.98,62.6,72,40,5.82
372,Santona,ES,2020-12-26 14:42:48,43.44,-3.46,48.99,87,75,5.82
373,Olafsvik,IS,2020-12-26 14:40:27,64.89,-23.71,30.13,90,95,13.71
374,Rocha,UY,2020-12-26 14:45:03,-34.48,-54.33,81.46,45,91,15.01
375,Sebeta,ET,2020-12-26 14:45:03,8.92,38.62,62.15,40,39,11.32
376,Diego De Almagro,CL,2020-12-26 14:45:03,-26.37,-70.05,78.8,20,0,8.88
377,Chifeng,CN,2020-12-26 14:45:04,42.27,118.96,11.03,89,0,4.63
378,Brewster,US,2020-12-26 14:45:04,41.4,-73.62,26.01,53,1,12.75
379,Henties Bay,NA,2020-12-26 14:40:22,-22.12,14.28,69.01,79,8,5.01
380,Tres Arroyos,AR,2020-12-26 14:45:04,-38.37,-60.28,94.62,22,0,5.21
381,Yatou,CN,2020-12-26 14:45:05,37.15,122.38,41.13,85,100,9.04
382,Salalah,OM,2020-12-26 14:39:40,17.02,54.09,80.6,32,0,18.34
383,Dalgopol,BG,2020-12-26 14:45:05,43.05,27.35,46.4,93,90,4.7
384,Prince Rupert,CA,2020-12-26 14:42:11,54.32,-130.32,41.0,86,90,5.82
385,Paita,PE,2020-12-26 14:45:05,-5.09,-81.11,71.6,73,0,17.22
386,The Valley,AI,2020-12-26 14:45:06,18.22,-63.06,80.6,69,40,9.17
387,Bam,IR,2020-12-26 14:39:34,29.11,58.36,42.39,48,0,8.99
388,Oussouye,SN,2020-12-26 14:45:06,12.48,-16.55,87.8,43,0,6.93
389,Half Moon Bay,US,2020-12-26 14:45:06,37.46,-122.43,53.6,87,40,6.93
390,Meulaboh,ID,2020-12-26 14:40:23,4.14,96.13,77.58,85,100,8.52
391,Guangyuan,CN,2020-12-26 14:45:07,32.44,105.82,44.01,99,1,1.01
392,Buraydah,SA,2020-12-26 14:45:07,26.33,43.98,59.0,30,40,12.75
393,Broken Hill,AU,2020-12-26 14:38:57,-31.95,141.43,80.6,21,47,8.05
394,Majene,ID,2020-12-26 14:42:03,-3.54,118.97,78.21,81,100,2.68
395,Bambanglipuro,ID,2020-12-26 14:45:08,-7.95,110.28,77.83,83,100,1.83
396,Tual,ID,2020-12-26 14:45:09,-5.67,132.75,82.26,78,100,9.71
397,Liptovsky Hradok,SK,2020-12-26 14:45:09,49.04,19.72,34.0,63,40,16.11
398,Fuerte Olimpo,PY,2020-12-26 14:45:09,-21.04,-57.87,101.55,22,83,3.67
399,Padang,ID,2020-12-26 14:45:10,-0.95,100.35,79.77,73,100,3.83
400,Disna,BY,2020-12-26 14:45:10,55.57,28.2,29.89,98,99,9.42
401,Kuito,AO,2020-12-26 14:45:10,-12.38,16.93,72.12,82,100,5.03
402,Pidhaytsi,UA,2020-12-26 14:45:10,49.27,25.13,36.0,64,75,6.71
403,Kahului,US,2020-12-26 14:39:03,20.89,-156.47,73.4,69,1,9.17
404,Kaseda,JP,2020-12-26 14:45:11,31.42,130.32,37.0,59,9,5.01
405,Aripuana,BR,2020-12-26 14:40:50,-9.17,-60.63,73.17,99,100,3.94
406,Rantoul,US,2020-12-26 14:45:11,40.31,-88.16,21.2,73,1,6.93
407,Dillon,US,2020-12-26 14:40:50,34.42,-79.37,34.0,63,1,4.65
408,Tocopilla,CL,2020-12-26 14:40:40,-22.09,-70.2,71.28,58,95,5.59
409,Kedgwick,CA,2020-12-26 14:45:12,47.64,-67.34,38.41,86,100,10.98
410,Cozumel,MX,2020-12-26 14:40:20,20.51,-86.95,71.6,60,5,13.87
411,Guanica,PR,2020-12-26 14:40:30,17.97,-66.91,81.0,68,5,5.99
412,Coro,VE,2020-12-26 14:45:12,11.4,-69.67,83.03,61,2,6.96
413,Saeby,DK,2020-12-26 14:45:12,57.33,10.52,39.99,96,100,3.0
414,Luderitz,NA,2020-12-26 14:39:36,-26.65,15.16,73.4,64,1,26.4
415,Garachine,PA,2020-12-26 14:45:13,8.06,-78.36,79.52,79,83,6.87
416,Klaksvik,FO,2020-12-26 14:45:13,62.23,-6.59,37.4,100,100,8.05
417,Lagos,NG,2020-12-26 14:42:23,6.58,3.75,91.35,35,37,6.33
418,Bac Lieu,VN,2020-12-26 14:45:13,9.29,105.72,77.34,86,47,11.25
419,Naron,ES,2020-12-26 14:39:42,43.52,-8.15,54.0,66,12,6.96
420,Puerto Madryn,AR,2020-12-26 14:45:14,-42.77,-65.04,75.74,48,24,7.07
421,Chengde,CN,2020-12-26 14:45:14,40.97,117.94,20.17,86,0,3.4
422,Saint George,US,2020-12-26 14:39:23,37.1,-113.58,26.6,38,1,3.36
423,Labuhan,ID,2020-12-26 14:45:14,-6.88,112.21,79.72,79,31,6.96
424,Dhidhdhoo,MV,2020-12-26 14:45:15,6.88,73.1,81.43,80,0,12.86
425,Axim,GH,2020-12-26 14:45:15,4.87,-2.24,84.11,71,43,8.63
426,Kisangani,CD,2020-12-26 14:45:15,0.52,25.2,88.7,56,97,1.14
427,Basoko,CD,2020-12-26 14:45:15,1.24,23.62,86.41,57,63,0.36
428,Muros,ES,2020-12-26 14:45:16,42.78,-9.06,54.0,57,0,5.99
429,Nome,US,2020-12-26 14:45:16,64.5,-165.41,24.8,85,90,18.34
430,Marawi,PH,2020-12-26 14:39:47,8.0,124.29,75.0,96,96,1.01
431,Williamsport,US,2020-12-26 14:45:16,41.24,-77.0,21.0,62,90,12.75
432,Mehamn,NO,2020-12-26 14:40:25,71.04,27.85,17.94,89,7,26.06
433,Mogadishu,SO,2020-12-26 14:40:06,2.04,45.34,79.72,70,5,22.66
434,Ismailia,EG,2020-12-26 14:45:17,30.6,32.27,64.83,58,0,11.23
435,Ixtapa,MX,2020-12-26 14:40:32,20.7,-105.2,59.0,93,5,4.7
436,Atar,MR,2020-12-26 14:39:53,20.52,-13.05,87.8,13,64,9.55
437,Anadyr,RU,2020-12-26 14:45:17,64.75,177.48,-27.4,67,0,15.66
438,Okoneshnikovo,RU,2020-12-26 14:45:18,54.84,75.08,-19.59,87,100,5.46
439,Hulan,CN,2020-12-26 14:45:18,45.98,126.6,5.0,71,81,4.47
440,Vestmannaeyjar,IS,2020-12-26 14:38:57,63.44,-20.27,26.6,92,20,10.29
441,Fortuna,US,2020-12-26 14:40:33,40.6,-124.16,48.99,93,90,3.36
442,Port Augusta,AU,2020-12-26 14:45:19,-32.5,137.77,79.0,47,96,3.36
443,Del Rio,US,2020-12-26 14:45:19,29.36,-100.9,44.6,30,1,5.82
444,Tawang,IN,2020-12-26 14:45:19,27.58,91.87,34.03,81,1,3.47
445,Mazamari,PE,2020-12-26 14:45:19,-11.33,-74.53,73.8,82,100,1.99
446,Totolapa,MX,2020-12-26 14:45:20,18.52,-96.18,63.0,93,90,4.27
447,Pitsunda,GE,2020-12-26 14:45:20,43.16,40.34,51.8,62,75,8.95
448,Lourdes,FR,2020-12-26 14:45:20,43.1,-0.05,42.8,60,0,10.29
449,Saint-Georges,GD,2020-12-26 14:45:20,12.06,-61.75,84.2,70,20,19.46
450,Bato,PH,2020-12-26 14:45:20,13.35,123.37,76.03,95,100,1.34
451,Werda,BW,2020-12-26 14:45:21,-25.27,23.28,94.53,19,52,10.27
452,Sedhiou,SN,2020-12-26 14:45:21,12.71,-15.56,101.97,10,3,7.87
453,Vila,PT,2020-12-26 14:45:21,42.03,-8.16,48.0,59,0,4.0
454,Itaituba,BR,2020-12-26 14:45:21,-4.28,-55.98,84.2,79,40,5.82
455,Kailua,US,2020-12-26 14:45:22,21.4,-157.74,73.4,81,75,11.41
456,Saint Anthony,US,2020-12-26 14:45:22,45.02,-93.22,17.6,85,90,4.7
457,Tuy Hoa,VN,2020-12-26 14:37:58,13.08,109.3,74.08,90,66,6.44
458,Minab,IR,2020-12-26 14:45:22,27.15,57.08,68.0,24,0,11.41
459,Vagur,FO,2020-12-26 14:45:22,61.47,-6.81,42.76,82,100,21.16
460,Moradabad,IN,2020-12-26 14:44:15,28.83,78.78,57.72,37,100,5.64
461,Lompoc,US,2020-12-26 14:39:44,34.64,-120.46,48.99,93,90,6.8
462,Calabar,NG,2020-12-26 14:39:30,4.95,8.32,89.8,48,98,6.35
463,Asfi,MA,2020-12-26 14:45:23,32.3,-9.24,67.87,53,0,11.63
464,Noumea,NC,2020-12-26 14:43:49,-22.28,166.46,75.2,83,90,7.43
465,Fairbanks,US,2020-12-26 14:40:38,64.84,-147.72,6.01,69,20,1.3
466,Westport,US,2020-12-26 14:41:30,41.14,-73.36,27.0,53,1,16.11
467,Betare Oya,CM,2020-12-26 14:45:24,5.6,14.08,95.47,19,67,5.68
468,Tessalit,ML,2020-12-26 14:39:15,20.2,1.01,81.55,15,89,9.35
469,Iglesias,IT,2020-12-26 14:45:25,39.31,8.54,50.0,81,40,13.87
470,Gerede,TR,2020-12-26 14:45:25,40.8,32.2,38.14,85,100,6.15
471,Inhambane,MZ,2020-12-26 14:45:25,-23.86,35.38,84.2,79,40,9.17
472,Altamira,BR,2020-12-26 14:45:25,-3.2,-52.21,80.6,88,90,8.05
473,Carutapera,BR,2020-12-26 14:45:25,-1.2,-46.02,88.29,55,94,10.51
474,Sinnamary,GF,2020-12-26 14:39:49,5.38,-52.95,83.41,71,95,8.86
475,Puerto Escondido,MX,2020-12-26 14:40:32,15.85,-97.07,71.6,94,75,8.05
476,Piacabucu,BR,2020-12-26 14:45:26,-10.41,-36.43,84.79,55,14,16.98
477,Huarmey,PE,2020-12-26 14:39:34,-10.07,-78.15,72.3,73,84,7.02
478,Washougal,US,2020-12-26 14:45:26,45.58,-122.35,45.0,86,75,9.17
479,Roma,US,2020-12-26 14:45:27,43.21,-75.46,26.01,68,90,11.41
480,Sandy Bay,AU,2020-12-26 14:45:27,-42.91,147.35,60.8,77,75,8.05
481,Port Macquarie,AU,2020-12-26 14:40:38,-31.43,152.92,66.0,97,100,12.21
482,Elko,US,2020-12-26 14:45:07,41.0,-115.5,30.0,79,90,4.09
483,Mildura,AU,2020-12-26 14:45:28,-34.2,142.15,75.2,29,0,4.7
484,Ucluelet,CA,2020-12-26 14:42:40,48.93,-125.55,45.0,92,100,7.0
485,Pangody,RU,2020-12-26 14:39:13,65.85,74.49,-39.37,81,7,3.44
486,Siteki,SZ,2020-12-26 14:45:28,-26.45,31.95,81.61,63,0,10.29
487,Vorozhba,UA,2020-12-26 14:45:29,51.17,34.22,27.48,98,100,6.46
488,Egvekinot,RU,2020-12-26 14:45:29,66.32,-179.17,4.86,88,8,13.11
489,Kuusamo,FI,2020-12-26 14:45:29,65.97,29.18,-2.2,84,20,4.7
490,Zhezkazgan,KZ,2020-12-26 14:45:29,47.8,67.71,2.41,92,23,9.42
491,Sydney,AU,2020-12-26 14:44:49,-33.87,151.21,68.0,77,75,5.82
492,Santa Vitoria Do Palmar,BR,2020-12-26 14:45:30,-33.52,-53.37,77.4,58,95,14.29
493,Kheri,IN,2020-12-26 14:40:51,27.9,80.8,58.84,35,100,4.9
494,Dakar,SN,2020-12-26 14:42:56,14.69,-17.44,78.8,65,0,13.87
495,Payo,ID,2020-12-26 14:45:30,-3.75,103.64,75.74,94,100,1.05
496,Poquoson,US,2020-12-26 14:45:31,37.12,-76.35,28.0,53,1,13.87
497,Erzin,TR,2020-12-26 14:45:31,36.96,36.2,62.01,39,99,8.14
498,Palmer,US,2020-12-26 14:39:54,42.16,-72.33,28.99,63,20,14.99
499,Rawson,AR,2020-12-26 14:38:09,-43.3,-65.1,77.63,41,39,8.28
500,Takoradi,GH,2020-12-26 14:45:32,4.88,-1.76,84.33,71,22,8.3
501,Udachnyy,RU,2020-12-26 14:45:32,66.42,112.4,-22.0,74,75,4.47
502,Conceicao Do Araguaia,BR,2020-12-26 14:45:32,-8.26,-49.26,73.15,94,100,5.99
503,San Cristobal,VE,2020-12-26 14:38:59,7.77,-72.22,75.2,100,75,4.7
504,Sompeta,IN,2020-12-26 14:45:33,18.93,84.6,69.33,58,19,2.8
505,Mehran,IR,2020-12-26 14:45:33,33.12,46.16,46.4,20,0,4.7
506,Malanje,AO,2020-12-26 14:45:33,-9.54,16.34,80.6,78,75,9.17
507,Kandrian,PG,2020-12-26 14:40:03,-6.22,149.55,79.12,83,100,4.83
508,Naro Moru,KE,2020-12-26 14:45:33,-0.17,37.02,63.93,66,100,7.2
509,Lubango,AO,2020-12-26 14:41:00,-14.92,13.49,71.78,68,97,8.72
510,Seydi,TM,2020-12-26 14:45:34,39.48,62.91,30.99,85,100,14.67
511,Honningsvag,NO,2020-12-26 14:45:34,70.98,25.97,18.84,88,0,32.39
512,Sambava,MG,2020-12-26 14:45:35,-14.27,50.17,83.52,75,100,3.6
513,Granadilla De Abona,ES,2020-12-26 14:45:35,28.12,-16.58,73.0,77,75,5.82
514,Tucuman,AR,2020-12-26 14:45:35,-26.82,-65.22,87.21,44,0,6.67
515,Chernenko,RU,2020-12-26 14:45:35,44.37,39.31,47.62,62,97,5.95
516,Katsina,NG,2020-12-26 14:45:36,12.99,7.6,84.15,15,94,10.29
517,Prince Albert,CA,2020-12-26 14:45:36,53.2,-105.77,15.8,85,90,3.36
518,Santa Cruz Cabralia,BR,2020-12-26 14:41:23,-16.28,-39.02,82.4,65,75,5.82
519,Emba,KZ,2020-12-26 14:45:36,48.83,58.14,5.85,94,0,2.89
520,Hato Mayor,DO,2020-12-26 14:45:37,18.76,-69.26,78.8,88,40,5.82
521,Pandhana,IN,2020-12-26 14:45:37,21.7,76.22,70.48,33,66,4.21
522,Weihai,CN,2020-12-26 14:45:37,37.5,122.11,41.99,79,100,10.27
523,Aliwal North,ZA,2020-12-26 14:45:37,-30.69,26.71,91.56,14,4,18.07
524,Yulara,AU,2020-12-26 14:38:56,-25.24,130.99,82.4,20,0,8.05
525,Les Cayes,HT,2020-12-26 14:45:38,18.2,-73.75,80.96,69,2,6.78
526,Kanniyakumari,IN,2020-12-26 14:45:38,8.08,77.57,79.56,67,27,16.6
527,Aqtobe,KZ,2020-12-26 14:45:38,50.28,57.21,10.4,92,90,6.71
528,Marzuq,YE,2020-12-26 14:40:28,14.4,46.47,67.44,27,18,10.13
529,Mocuba,MZ,2020-12-26 14:45:38,-16.84,36.99,88.57,57,77,8.48
530,Parainen,FI,2020-12-26 14:45:39,60.31,22.3,30.0,86,90,2.24
531,Tomigusuku,JP,2020-12-26 14:45:39,26.18,127.67,66.2,63,75,5.82
532,Lunglei,IN,2020-12-26 14:45:39,22.88,92.73,53.42,67,0,2.64
533,Eidfjord,NO,2020-12-26 14:45:39,60.47,7.07,25.0,81,100,5.95
534,Mumford,GH,2020-12-26 14:45:39,5.26,-0.76,83.55,71,5,12.41
535,Kashi,CN,2020-12-26 14:45:40,39.45,75.98,23.0,85,20,0.81
536,Envira,BR,2020-12-26 14:45:40,-7.3,-70.22,77.41,85,100,2.13
537,Sibolga,ID,2020-12-26 14:34:36,1.74,98.78,76.95,80,100,3.22
538,Sorong,ID,2020-12-26 14:45:41,-0.88,131.25,81.66,77,86,5.28
539,Georgiyevskoye,RU,2020-12-26 14:45:41,58.73,45.02,19.53,97,100,8.39
540,Oga,IT,2020-12-26 14:45:41,46.46,10.35,39.99,52,0,12.75
541,Novaya Bryan,RU,2020-12-26 14:45:41,51.72,108.27,-2.2,64,100,11.18
542,Kenai,US,2020-12-26 14:45:41,60.55,-151.26,21.99,85,1,3.36
543,Arkansas City,US,2020-12-26 14:39:01,37.06,-97.04,35.6,69,1,4.7
544,Bodden Town,KY,2020-12-26 14:45:42,19.28,-81.25,73.4,73,90,12.75
545,Te Anau,NZ,2020-12-26 14:45:42,-45.42,167.72,37.6,88,19,3.15
546,Berbera,SO,2020-12-26 14:45:42,10.44,45.01,78.3,57,0,16.67
547,Severo-Yeniseyskiy,RU,2020-12-26 14:45:42,60.37,93.04,-38.52,81,5,0.31
548,Hay River,CA,2020-12-26 14:39:31,60.82,-115.8,6.8,92,0,3.6
549,Teguldet,RU,2020-12-26 14:45:43,57.31,88.17,-36.44,82,33,2.59
550,Ila,NO,2020-12-26 14:45:43,63.43,10.37,33.8,69,0,16.11
